HAZ_mm,Taper_deg
-0.024979991828693787,0.3717699964265044
0.19084193672358468,-0.24883085247555609
0.09521060371354395,-0.06586941234326979
0.09521817009274877,-0.17807630877428382
0.14145213546898233,-0.1958643516137928
0.12609696297842482,-0.18460027981637905
0.13685233205555083,-0.1867408217537217
-0.006682080650827371,0.29148998601788517
0.0002452496836982121,0.2628080375663506
0.1442399368322036,-0.2032253441722882
-0.009585418045488348,0.30397825571249043
0.1695970466454343,-0.24626145049750806
0.10407135230189413,-0.1801134552322226
0.17611636516870557,-0.24726080320341623
0.044511716805887835,0.09666299482171722
0.054508100747478916,0.06253661753511469
0.07245999580861384,0.003961005202711337
0.0935538891101581,-0.06104172446222808
0.00254003325993557,0.2534460619402741
0.1489641075449027,-0.2156114729903604
0.03087377887985915,0.14497114273216505
0.15420635363917778,-0.2345251827121608
0.06373980688925368,0.032654811439939826
0.1107665369936161,-0.18145402520158027
0.05714049086476797,0.053748950402306525
0.10092516837421137,-0.17941460745144605
0.14715962011794798,-0.21089526420645704
-0.022399136190351582,0.3600312406839435
0.05036927467020452,0.0766109418660742
0.004478615222035021,0.24713511043782857
0.11647008041962731,-0.18261240709906817
0.038038271040597815,0.11941515745178272
0.0075495465356530955,0.2333969238600666
0.006008406199313698,0.23952414301036873
-0.002146409583423825,0.2726381518887798
0.08432323162938937,-0.03306062396590462
0.07558443321543523,-0.005915131268765042
-0.01256008409207654,0.3165444078602849
0.13312743059478255,-0.18599707661757425
0.03957731879020959,0.11916521155539099
0.09043433782363225,-0.05166102046696287
0.05870659473611867,0.048556473055509745
0.02812297935202912,0.15501299430420112
0.02524017390393496,0.16577818967114888
-0.011057959496296177,0.310146906460243
0.06901973704123449,0.014940599664415861
0.024924437259728205,0.16694876980025836
0.019603853739787624,0.18673147057780942
0.035184410137151456,0.12964289226023165
0.04139531556692411,0.10746867993726389
0.15857681372585436,-0.2404214651144586
0.08624696829945266,-0.03417806986540976
-0.02465468479101146,0.3702859967846522
0.07367428131559406,0.00011111963521136942
0.02210544080374477,0.17751616307716006
0.18602869219275744,-0.24852387618759764
0.12157796512255645,-0.18368474139615742
0.060594911429560805,0.04231342541650828
0.028832033146338698,0.15492322670197697
0.14921558410206734,-0.2328040079510171
0.09569116473164915,-0.1781634338424964
0.11260551731641896,-0.18185449906932982
0.048577541935110935,0.0826221128047471
0.04139506038063534,0.10746873222250115
0.07775115714469444,-0.010295919115268747
0.013541654618752674,0.2163713472224803
0.06702476403917823,0.02193100065785126
0.02210487387014959,0.17751617576830092
0.06603156076319994,0.024612388531116323
-0.02119642385480633,0.3545956138621993
0.16140031449724515,-0.2448967513688405
0.12023173834756373,-0.18323039494547566
0.08173016507542008,-0.02500893382151787
0.04760288900146514,0.08596308453439004
0.18124145857952959,-0.2479310705897685
0.08998288959450557,-0.049789820222268105
0.032685513957839696,0.13841749897672795
0.01700904475842835,0.19904105866013289
0.00934859966128948,0.22628299336856714
0.07950933626996737,-0.018193049850272328
0.17950018385069144,-0.24774155955866767
0.08763997858596861,-0.04271988605024629
0.1874086723479145,-0.24865479363835954
0.052441254588572794,0.06959024443823095
0.08787530280201822,-0.043727882101691984
0.165602437590438,-0.24561092608357746
-0.014081573460855062,0.32335755647460096
0.009659732231702522,0.2250786918105659
0.015232700331351157,0.2063666861275263
0.08170588429369352,-0.02500554993281627
0.052721815834058106,0.06955325816696628
0.06901961795196132,0.014940615853218923
-0.0048978409035638215,0.28404498719721766
0.01596384051919625,0.20059425930933705
-0.018957354088059708,0.34480676523145465
0.061806294406336726,0.03893861909499108
0.1658970412385737,-0.245659140547067
0.07877660930297542,-0.013517637005732892
-0.016413427111909046,0.33333019359102334
0.16040376564417808,-0.2447265312442325
